"species","family","pred","virus"
"Bauerus dubiaquercus","Vespertilionidae",303.275726318359,"SUDV"
"Boneia bidens","Pteropodidae",320.144470214844,"SUDV"
"Brachyphylla cavernarum","Phyllostomidae",288.745758056641,"SUDV"
"Brachyphylla nana","Phyllostomidae",309.373992919922,"SUDV"
"Cardioderma cor","Megadermatidae",325.884918212891,"SUDV"
"Carollia benkeithi","Phyllostomidae",304.871643066406,"SUDV"
"Carollia brevicauda","Phyllostomidae",314.819274902344,"SUDV"
"Carollia castanea","Phyllostomidae",315.669464111328,"SUDV"
"Carollia manu","Phyllostomidae",340.791656494141,"SUDV"
"Carollia monohernandezi","Phyllostomidae",353.234924316406,"SUDV"
"Carollia perspicillata","Phyllostomidae",331.295440673828,"SUDV"
"Carollia sowelli","Phyllostomidae",307.859710693359,"SUDV"
"Carollia subrufa","Phyllostomidae",342.60693359375,"SUDV"
"Casinycteris argynnis","Pteropodidae",339.263397216797,"SUDV"
"Casinycteris campomaanensis","Pteropodidae",337.644592285156,"SUDV"
"Centronycteris centralis","Emballonuridae",340.413696289062,"SUDV"
"Centronycteris maximiliani","Emballonuridae",332.471984863281,"SUDV"
"Centurio senex","Phyllostomidae",297.122985839844,"SUDV"
"Chaerephon aloysiisabaudiae","Molossidae",288.728088378906,"SUDV"
"Chaerephon ansorgei","Molossidae",315.229919433594,"SUDV"
"Chaerephon atsinanana","Molossidae",271.13916015625,"SUDV"
"Chaerephon bemmeleni","Molossidae",341.683837890625,"SUDV"
"Chaerephon bivittatus","Molossidae",321.41943359375,"SUDV"
"Chaerephon bregullae","Molossidae",337.673065185547,"SUDV"
"Chaerephon chapini","Molossidae",291.122467041016,"SUDV"
"Chaerephon gallagheri","Molossidae",291.957092285156,"SUDV"
"Chaerephon jobensis","Molossidae",335.376770019531,"SUDV"
"Chaerephon jobimena","Molossidae",345.144805908203,"SUDV"
"Chaerephon johorensis","Molossidae",331.025299072266,"SUDV"
"Chaerephon leucogaster","Molossidae",275.982330322266,"SUDV"
"Chaerephon major","Molossidae",341.493103027344,"SUDV"
"Chaerephon nigeriae","Molossidae",318.879943847656,"SUDV"
"Chaerephon plicatus","Molossidae",313.073547363281,"SUDV"
"Chaerephon pumilus","Molossidae",256.302612304688,"SUDV"
"Chaerephon pusillus","Molossidae",274.418426513672,"SUDV"
"Chaerephon russatus","Molossidae",335.197418212891,"SUDV"
"Chaerephon solomonis","Molossidae",343.755889892578,"SUDV"
"Chaerephon tomensis","Molossidae",329.126983642578,"SUDV"
"Chalinolobus dwyeri","Vespertilionidae",333.213104248047,"SUDV"
"Chalinolobus gouldii","Vespertilionidae",341.078674316406,"SUDV"
"Chalinolobus morio","Vespertilionidae",354.426330566406,"SUDV"
"Chalinolobus neocaledonicus","Vespertilionidae",339.184936523438,"SUDV"
"Chalinolobus nigrogriseus","Vespertilionidae",332.362823486328,"SUDV"
"Chalinolobus picatus","Vespertilionidae",310.622833251953,"SUDV"
"Chalinolobus tuberculatus","Vespertilionidae",307.996124267578,"SUDV"
"Cheiromeles parvidens","Molossidae",315.64990234375,"SUDV"
"Cheiromeles torquatus","Molossidae",308.841705322266,"SUDV"
"Chilonatalus macer","Natalidae",327.968200683594,"SUDV"
"Chilonatalus micropus","Natalidae",322.932067871094,"SUDV"
"Chilonatalus tumidifrons","Natalidae",318.931427001953,"SUDV"
"Chiroderma doriae","Phyllostomidae",293.501922607422,"SUDV"
"Chiroderma improvisum","Phyllostomidae",299.718719482422,"SUDV"
"Chiroderma salvini","Phyllostomidae",317.539703369141,"SUDV"
"Chiroderma trinitatum","Phyllostomidae",290.91357421875,"SUDV"
"Chiroderma villosum","Phyllostomidae",297.979614257812,"SUDV"
"Chiroderma vizzotoi","Phyllostomidae",360.615509033203,"SUDV"
"Chironax melanocephalus","Pteropodidae",304.751953125,"SUDV"
"Choeroniscus godmani","Phyllostomidae",293.510375976562,"SUDV"
"Choeroniscus minor","Phyllostomidae",281.371704101562,"SUDV"
"Choeroniscus periosus","Phyllostomidae",298.421203613281,"SUDV"
"Choeronycteris mexicana","Phyllostomidae",294.257446289062,"SUDV"
"Chrotopterus auritus","Phyllostomidae",343.522979736328,"SUDV"
"Cistugo lesueuri","Cistugidae",338.818176269531,"SUDV"
"Cistugo seabrae","Cistugidae",334.292297363281,"SUDV"
"Cloeotis percivali","Hipposideridae",368.901824951172,"SUDV"
"Coelops frithii","Hipposideridae",331.54833984375,"SUDV"
"Coelops robinsoni","Hipposideridae",314.300201416016,"SUDV"
"Coleura afra","Emballonuridae",352.977172851562,"SUDV"
"Coleura kibomalandy","Emballonuridae",354.120300292969,"SUDV"
"Coleura seychellensis","Emballonuridae",341.588684082031,"SUDV"
"Cormura brevirostris","Emballonuridae",331.913238525391,"SUDV"
"Corynorhinus mexicanus","Vespertilionidae",326.883972167969,"SUDV"
"Corynorhinus rafinesquii","Vespertilionidae",307.594818115234,"SUDV"
"Corynorhinus townsendii","Vespertilionidae",326.724609375,"SUDV"
"Craseonycteris thonglongyai","Craseonycteridae",310.279693603516,"SUDV"
"Cynomops abrasus","Molossidae",310.343872070312,"SUDV"
"Cynomops greenhalli","Molossidae",305.047668457031,"SUDV"
"Cynomops mexicanus","Molossidae",305.530914306641,"SUDV"
"Cynomops milleri","Molossidae",350.370025634766,"SUDV"
"Cynomops paranus","Molossidae",307.053405761719,"SUDV"
"Cynomops planirostris","Molossidae",295.939300537109,"SUDV"
"Cynopterus brachyotis","Pteropodidae",296.125030517578,"SUDV"
"Cynopterus horsfieldii","Pteropodidae",283.319488525391,"SUDV"
"Cynopterus luzoniensis","Pteropodidae",292.260345458984,"SUDV"
"Cynopterus minutus","Pteropodidae",309.586486816406,"SUDV"
"Cynopterus nusatenggara","Pteropodidae",299.621246337891,"SUDV"
"Cynopterus sphinx","Pteropodidae",306.119567871094,"SUDV"
"Cynopterus titthaecheilus","Pteropodidae",295.677917480469,"SUDV"
"Cyttarops alecto","Emballonuridae",357.18310546875,"SUDV"
"Dermanura anderseni","Phyllostomidae",250.978134155273,"SUDV"
"Dermanura azteca","Phyllostomidae",265.027801513672,"SUDV"
"Dermanura bogotensis","Phyllostomidae",241.693420410156,"SUDV"
"Dermanura cinerea","Phyllostomidae",263.164428710938,"SUDV"
"Dermanura glauca","Phyllostomidae",256.259399414062,"SUDV"
"Dermanura gnoma","Phyllostomidae",262.083984375,"SUDV"
"Dermanura phaeotis","Phyllostomidae",293.967742919922,"SUDV"
"Dermanura rava","Phyllostomidae",275.87548828125,"SUDV"
"Dermanura rosenbergi","Phyllostomidae",247.781448364258,"SUDV"
"Dermanura tolteca","Phyllostomidae",270.951904296875,"SUDV"
"Dermanura watsoni","Phyllostomidae",282.839111328125,"SUDV"
"Desmalopex microleucopterus","Pteropodidae",339.150146484375,"SUDV"
"Desmodus rotundus","Phyllostomidae",362.653472900391,"SUDV"
"Diaemus youngi","Phyllostomidae",276.309722900391,"SUDV"
"Diclidurus albus","Emballonuridae",372.474182128906,"SUDV"
"Diclidurus ingens","Emballonuridae",370.649108886719,"SUDV"
"Diclidurus isabella","Emballonuridae",361.123107910156,"SUDV"
"Diclidurus scutatus","Emballonuridae",363.482330322266,"SUDV"
"Diphylla ecaudata","Phyllostomidae",336.922790527344,"SUDV"
"Dobsonia anderseni","Pteropodidae",317.571441650391,"SUDV"
"Dobsonia beauforti","Pteropodidae",307.832366943359,"SUDV"
"Dobsonia chapmani","Pteropodidae",319.889221191406,"SUDV"
"Dobsonia crenulata","Pteropodidae",310.869232177734,"SUDV"
"Dobsonia emersa","Pteropodidae",325.976196289062,"SUDV"
"Dobsonia exoleta","Pteropodidae",309.591918945312,"SUDV"
"Dobsonia inermis","Pteropodidae",320.541809082031,"SUDV"
"Dobsonia magna","Pteropodidae",301.44091796875,"SUDV"
"Dobsonia minor","Pteropodidae",304.140625,"SUDV"
"Dobsonia moluccensis","Pteropodidae",297.756378173828,"SUDV"
"Dobsonia pannietensis","Pteropodidae",322.018676757812,"SUDV"
"Dobsonia peronii","Pteropodidae",295.473907470703,"SUDV"
"Dobsonia praedatrix","Pteropodidae",309.920501708984,"SUDV"
"Dobsonia viridis","Pteropodidae",301.576263427734,"SUDV"
"Dryadonycteris capixaba","Phyllostomidae",315.708862304688,"SUDV"
"Dyacopterus brooksi","Pteropodidae",332.167907714844,"SUDV"
"Dyacopterus rickarti","Pteropodidae",358.667785644531,"SUDV"
"Dyacopterus spadiceus","Pteropodidae",306.640869140625,"SUDV"
"Ectophylla alba","Phyllostomidae",278.438659667969,"SUDV"
"Eidolon dupreanum","Pteropodidae",308.564300537109,"SUDV"
"Eidolon helvum","Pteropodidae",286.644561767578,"SUDV"
"Emballonura alecto","Emballonuridae",322.128509521484,"SUDV"
"Emballonura beccarii","Emballonuridae",317.594451904297,"SUDV"
"Emballonura dianae","Emballonuridae",335.720825195312,"SUDV"
"Emballonura furax","Emballonuridae",337.247833251953,"SUDV"
"Emballonura monticola","Emballonuridae",329.581146240234,"SUDV"
"Emballonura raffrayana","Emballonuridae",315.073974609375,"SUDV"
"Emballonura semicaudata","Emballonuridae",341.345153808594,"SUDV"
"Emballonura serii","Emballonuridae",358.178039550781,"SUDV"
"Enchisthenes hartii","Phyllostomidae",272.8447265625,"SUDV"
"Eonycteris major","Pteropodidae",319.724487304688,"SUDV"
"Eonycteris robusta","Pteropodidae",317.577911376953,"SUDV"
"Eonycteris spelaea","Pteropodidae",305.495208740234,"SUDV"
"Epomophorus angolensis","Pteropodidae",339.742828369141,"SUDV"
"Epomophorus anselli","Pteropodidae",337.175170898438,"SUDV"
"Epomophorus crypturus","Pteropodidae",337.820526123047,"SUDV"
"Epomophorus gambianus","Pteropodidae",332.487854003906,"SUDV"
"Epomophorus grandis","Pteropodidae",337.944488525391,"SUDV"
"Epomophorus labiatus","Pteropodidae",333.371063232422,"SUDV"
"Epomophorus minimus","Pteropodidae",328.457366943359,"SUDV"
"Epomophorus minor","Pteropodidae",314.328948974609,"SUDV"
"Epomophorus wahlbergi","Pteropodidae",330.310272216797,"SUDV"
"Epomops buettikoferi","Pteropodidae",331.417388916016,"SUDV"
"Epomops dobsonii","Pteropodidae",337.607849121094,"SUDV"
"Epomops franqueti","Pteropodidae",343.641937255859,"SUDV"
"Eptesicus anatolicus","Vespertilionidae",334.588439941406,"SUDV"
"Eptesicus andinus","Vespertilionidae",280.474517822266,"SUDV"
"Eptesicus bobrinskoi","Vespertilionidae",326.037414550781,"SUDV"
"Eptesicus bottae","Vespertilionidae",343.037384033203,"SUDV"
"Eptesicus brasiliensis","Vespertilionidae",317.262390136719,"SUDV"
"Eptesicus chiriquinus","Vespertilionidae",315.572875976562,"SUDV"
"Eptesicus diminutus","Vespertilionidae",334.615753173828,"SUDV"
"Eptesicus dimissus","Vespertilionidae",284.026245117188,"SUDV"
"Eptesicus floweri","Vespertilionidae",297.384796142578,"SUDV"
"Eptesicus furinalis","Vespertilionidae",332.302825927734,"SUDV"
"Eptesicus fuscus","Vespertilionidae",310.403106689453,"SUDV"
"Eptesicus gobiensis","Vespertilionidae",330.286407470703,"SUDV"
"Eptesicus guadeloupensis","Vespertilionidae",316.089294433594,"SUDV"
"Eptesicus hottentotus","Vespertilionidae",331.925506591797,"SUDV"
"Eptesicus innoxius","Vespertilionidae",339.006103515625,"SUDV"
"Eptesicus isabellinus","Vespertilionidae",327.698059082031,"SUDV"
"Eptesicus japonensis","Vespertilionidae",283.2763671875,"SUDV"
"Eptesicus kobayashii","Vespertilionidae",304.711700439453,"SUDV"
"Eptesicus lobatus","Vespertilionidae",326.571166992188,"SUDV"
"Eptesicus nilssonii","Vespertilionidae",310.992736816406,"SUDV"
"Eptesicus ognevi","Vespertilionidae",333.872375488281,"SUDV"
"Eptesicus pachyomus","Vespertilionidae",315.510833740234,"SUDV"
"Eptesicus pachyotis","Vespertilionidae",292.372192382812,"SUDV"
"Eptesicus platyops","Vespertilionidae",314.925659179688,"SUDV"
"Eptesicus serotinus","Vespertilionidae",333.316864013672,"SUDV"
"Eptesicus taddeii","Vespertilionidae",369.076416015625,"SUDV"
"Eptesicus tatei","Vespertilionidae",315.861450195312,"SUDV"
"Erophylla bombifrons","Phyllostomidae",350.562408447266,"SUDV"
"Erophylla sezekorni","Phyllostomidae",320.895080566406,"SUDV"
"Euderma maculatum","Vespertilionidae",324.421783447266,"SUDV"
"Eudiscoderma thongareeae","Megadermatidae",359.873291015625,"SUDV"
"Eudiscopus denticulus","Vespertilionidae",286.184173583984,"SUDV"
"Eumops auripendulus","Molossidae",289.622192382812,"SUDV"
"Eumops bonariensis","Molossidae",321.737335205078,"SUDV"
"Eumops dabbenei","Molossidae",313.790985107422,"SUDV"
"Eumops delticus","Molossidae",328.582550048828,"SUDV"
"Eumops ferox","Molossidae",304.240997314453,"SUDV"
"Eumops floridanus","Molossidae",300.773529052734,"SUDV"
"Eumops glaucinus","Molossidae",301.736236572266,"SUDV"
"Eumops hansae","Molossidae",301.562927246094,"SUDV"
"Eumops maurus","Molossidae",316.636901855469,"SUDV"
"Eumops nanus","Molossidae",317.023101806641,"SUDV"
"Eumops patagonicus","Molossidae",333.395660400391,"SUDV"
"Eumops perotis","Molossidae",307.328552246094,"SUDV"
"Eumops trumbulli","Molossidae",314.248382568359,"SUDV"
"Eumops underwoodi","Molossidae",337.748046875,"SUDV"
"Eumops wilsoni","Molossidae",322.736419677734,"SUDV"
"Falsistrellus mackenziei","Vespertilionidae",319.270904541016,"SUDV"
"Falsistrellus mordax","Vespertilionidae",322.901184082031,"SUDV"
"Falsistrellus petersi","Vespertilionidae",292.382659912109,"SUDV"
"Falsistrellus tasmaniensis","Vespertilionidae",315.593597412109,"SUDV"
"Furipterus horrens","Furipteridae",273.397613525391,"SUDV"
"Gardnerycteris crenulatum","Phyllostomidae",325.84423828125,"SUDV"
"Gardnerycteris koepckeae","Phyllostomidae",335.357147216797,"SUDV"
"Glauconycteris alboguttata","Vespertilionidae",304.435455322266,"SUDV"
"Glauconycteris argentata","Vespertilionidae",329.777679443359,"SUDV"
"Glauconycteris beatrix","Vespertilionidae",313.646606445312,"SUDV"
"Glauconycteris curryae","Vespertilionidae",323.411560058594,"SUDV"
"Glauconycteris egeria","Vespertilionidae",321.308135986328,"SUDV"
"Glauconycteris gleni","Vespertilionidae",308.573791503906,"SUDV"
"Glauconycteris humeralis","Vespertilionidae",344.867919921875,"SUDV"
"Glauconycteris kenyacola","Vespertilionidae",310.448425292969,"SUDV"
"Glauconycteris machadoi","Vespertilionidae",327.842864990234,"SUDV"
"Glauconycteris poensis","Vespertilionidae",300.666687011719,"SUDV"
"Glauconycteris superba","Vespertilionidae",276.686279296875,"SUDV"
"Glauconycteris variegata","Vespertilionidae",331.261779785156,"SUDV"
"Glischropus bucephalus","Vespertilionidae",276.1943359375,"SUDV"
"Glischropus javanus","Vespertilionidae",279.893859863281,"SUDV"
"Glischropus tylopus","Vespertilionidae",260.963317871094,"SUDV"
"Glossophaga commissarisi","Phyllostomidae",346.985198974609,"SUDV"
"Glossophaga leachii","Phyllostomidae",364.889007568359,"SUDV"
"Glossophaga longirostris","Phyllostomidae",332.347625732422,"SUDV"
"Glossophaga morenoi","Phyllostomidae",327.774566650391,"SUDV"
"Glossophaga soricina","Phyllostomidae",338.973907470703,"SUDV"
"Glyphonycteris behnii","Phyllostomidae",363.174133300781,"SUDV"
"Glyphonycteris daviesi","Phyllostomidae",337.650695800781,"SUDV"
"Glyphonycteris sylvestris","Phyllostomidae",345.955749511719,"SUDV"
"Haplonycteris fischeri","Pteropodidae",302.455261230469,"SUDV"
"Harpiocephalus harpia","Vespertilionidae",339.281127929688,"SUDV"
"Harpiola grisea","Vespertilionidae",332.504669189453,"SUDV"
"Harpiola isodon","Vespertilionidae",317.499298095703,"SUDV"
"Harpyionycteris celebensis","Pteropodidae",324.700622558594,"SUDV"
"Harpyionycteris whiteheadi","Pteropodidae",315.390258789062,"SUDV"
"Hesperoptenus blanfordi","Vespertilionidae",292.337036132812,"SUDV"
"Hesperoptenus doriae","Vespertilionidae",273.561981201172,"SUDV"
"Hesperoptenus gaskelli","Vespertilionidae",265.486480712891,"SUDV"
"Hesperoptenus tickelli","Vespertilionidae",323.020965576172,"SUDV"
"Hesperoptenus tomesi","Vespertilionidae",315.526794433594,"SUDV"
"Hipposideros abae","Hipposideridae",335.652679443359,"SUDV"
"Hipposideros alongensis","Hipposideridae",385.927642822266,"SUDV"
"Hipposideros armiger","Hipposideridae",331.049133300781,"SUDV"
"Hipposideros ater","Hipposideridae",350.5888671875,"SUDV"
"Hipposideros atrox","Hipposideridae",335.173156738281,"SUDV"
"Hipposideros beatus","Hipposideridae",346.829193115234,"SUDV"
"Hipposideros bicolor","Hipposideridae",339.611938476562,"SUDV"
"Hipposideros boeadii","Hipposideridae",365.536712646484,"SUDV"
"Hipposideros breviceps","Hipposideridae",367.587097167969,"SUDV"
"Hipposideros caffer","Hipposideridae",369.158721923828,"SUDV"
"Hipposideros calcaratus","Hipposideridae",330.629699707031,"SUDV"
"Hipposideros camerunensis","Hipposideridae",373.327880859375,"SUDV"
"Hipposideros cervinus","Hipposideridae",349.375671386719,"SUDV"
"Hipposideros cineraceus","Hipposideridae",303.145202636719,"SUDV"
"Hipposideros coronatus","Hipposideridae",350.415588378906,"SUDV"
"Hipposideros corynophyllus","Hipposideridae",337.072387695312,"SUDV"
"Hipposideros coxi","Hipposideridae",351.540679931641,"SUDV"
"Hipposideros crumeniferus","Hipposideridae",352.827575683594,"SUDV"
"Hipposideros curtus","Hipposideridae",355.097564697266,"SUDV"
"Hipposideros cyclops","Hipposideridae",366.443176269531,"SUDV"
"Hipposideros demissus","Hipposideridae",380.265716552734,"SUDV"
"Hipposideros diadema","Hipposideridae",365.966674804688,"SUDV"
"Hipposideros dinops","Hipposideridae",369.056304931641,"SUDV"
"Hipposideros doriae","Hipposideridae",326.277648925781,"SUDV"
"Hipposideros durgadasi","Hipposideridae",364.58935546875,"SUDV"
"Hipposideros dyacorum","Hipposideridae",317.874694824219,"SUDV"
"Hipposideros edwardshilli","Hipposideridae",364.290466308594,"SUDV"
"Hipposideros einnaythu","Hipposideridae",382.747009277344,"SUDV"
"Hipposideros fuliginosus","Hipposideridae",341.210815429688,"SUDV"
"Hipposideros fulvus","Hipposideridae",322.146423339844,"SUDV"
"Hipposideros galeritus","Hipposideridae",327.251953125,"SUDV"
"Hipposideros grandis","Hipposideridae",361.078674316406,"SUDV"
"Hipposideros griffini","Hipposideridae",388.282196044922,"SUDV"
"Hipposideros halophyllus","Hipposideridae",333.555450439453,"SUDV"
"Hipposideros hypophyllus","Hipposideridae",353.798706054688,"SUDV"
"Hipposideros inexpectatus","Hipposideridae",351.105010986328,"SUDV"
"Hipposideros inornatus","Hipposideridae",389.640655517578,"SUDV"
"Hipposideros jonesi","Hipposideridae",368.097900390625,"SUDV"
"Hipposideros khaokhouayensis","Hipposideridae",334.387603759766,"SUDV"
"Hipposideros khasiana","Hipposideridae",370.500030517578,"SUDV"
"Hipposideros lamottei","Hipposideridae",341.113861083984,"SUDV"
"Hipposideros lankadiva","Hipposideridae",370.936340332031,"SUDV"
"Hipposideros larvatus","Hipposideridae",341.535675048828,"SUDV"
"Hipposideros lekaguli","Hipposideridae",353.832122802734,"SUDV"
"Hipposideros lylei","Hipposideridae",355.54931640625,"SUDV"
"Hipposideros macrobullatus","Hipposideridae",352.248870849609,"SUDV"
"Hipposideros madurae","Hipposideridae",376.753997802734,"SUDV"
"Hipposideros maggietaylorae","Hipposideridae",354.546295166016,"SUDV"
"Hipposideros marisae","Hipposideridae",366.258117675781,"SUDV"
"Hipposideros megalotis","Hipposideridae",350.220764160156,"SUDV"
"Hipposideros muscinus","Hipposideridae",353.674468994141,"SUDV"
"Hipposideros nequam","Hipposideridae",370.103790283203,"SUDV"
"Hipposideros nicobarulae","Hipposideridae",355.125457763672,"SUDV"
"Hipposideros obscurus","Hipposideridae",320.728088378906,"SUDV"
"Hipposideros orbiculus","Hipposideridae",371.113433837891,"SUDV"
"Hipposideros papua","Hipposideridae",330.480529785156,"SUDV"
"Hipposideros pelingensis","Hipposideridae",359.348937988281,"SUDV"
"Hipposideros pendlebury","Hipposideridae",383.611602783203,"SUDV"
"Hipposideros pomona","Hipposideridae",327.973083496094,"SUDV"
"Hipposideros pratti","Hipposideridae",348.756805419922,"SUDV"
"Hipposideros pygmaeus","Hipposideridae",337.822479248047,"SUDV"
"Hipposideros ridleyi","Hipposideridae",326.646728515625,"SUDV"
"Hipposideros rotalis","Hipposideridae",330.260345458984,"SUDV"
"Hipposideros ruber","Hipposideridae",362.631500244141,"SUDV"
"Hipposideros scutinares","Hipposideridae",342.054534912109,"SUDV"
"Hipposideros semoni","Hipposideridae",349.067352294922,"SUDV"
"Hipposideros sorenseni","Hipposideridae",343.206787109375,"SUDV"
"Hipposideros speoris","Hipposideridae",339.239990234375,"SUDV"
"Hipposideros stenotis","Hipposideridae",382.922729492188,"SUDV"
