"species","family","pred","virus"
"Macrophyllum macrophyllum","Phyllostomidae",164.610977172852,"MLAV"
"Macrotus californicus","Phyllostomidae",181.92350769043,"MLAV"
"Macrotus waterhousii","Phyllostomidae",120.875175476074,"MLAV"
"Megaderma spasma","Megadermatidae",130.121780395508,"MLAV"
"Megaerops ecaudatus","Pteropodidae",166.890823364258,"MLAV"
"Megaerops kusnotoi","Pteropodidae",194.010223388672,"MLAV"
"Megaerops niphanae","Pteropodidae",223.442169189453,"MLAV"
"Megaerops wetmorei","Pteropodidae",278.101470947266,"MLAV"
"Megaloglossus azagnyi","Pteropodidae",290.753143310547,"MLAV"
"Megaloglossus woermanni","Pteropodidae",264.381011962891,"MLAV"
"Melonycteris fardoulisi","Pteropodidae",213.770172119141,"MLAV"
"Melonycteris melanops","Pteropodidae",201.689590454102,"MLAV"
"Melonycteris woodfordi","Pteropodidae",198.138671875,"MLAV"
"Mesophylla macconnelli","Phyllostomidae",186.892456054688,"MLAV"
"Micronycteris brosseti","Phyllostomidae",145.438537597656,"MLAV"
"Micronycteris buriri","Phyllostomidae",241.509780883789,"MLAV"
"Micronycteris giovanniae","Phyllostomidae",238.624465942383,"MLAV"
"Micronycteris hirsuta","Phyllostomidae",147.577499389648,"MLAV"
"Micronycteris matses","Phyllostomidae",171.678863525391,"MLAV"
"Micronycteris megalotis","Phyllostomidae",62.4085083007812,"MLAV"
"Micronycteris microtis","Phyllostomidae",114.8232421875,"MLAV"
"Micronycteris minuta","Phyllostomidae",133.103469848633,"MLAV"
"Micronycteris sanborni","Phyllostomidae",184.840347290039,"MLAV"
"Micronycteris schmidtorum","Phyllostomidae",130.201065063477,"MLAV"
"Micronycteris yatesi","Phyllostomidae",217.755477905273,"MLAV"
"Micropteropus intermedius","Pteropodidae",257.704925537109,"MLAV"
"Micropteropus pusillus","Pteropodidae",183.778137207031,"MLAV"
"Mimetillus moloneyi","Vespertilionidae",255.173934936523,"MLAV"
"Mimon bennettii","Phyllostomidae",139.30436706543,"MLAV"
"Mimon cozumelae","Phyllostomidae",73.9823379516602,"MLAV"
"Miniopterus aelleni","Miniopteridae",306.372528076172,"MLAV"
"Miniopterus africanus","Miniopteridae",376.288360595703,"MLAV"
"Miniopterus ambohitrensis","Miniopteridae",321.823516845703,"MLAV"
"Miniopterus australis","Miniopteridae",219.740234375,"MLAV"
"Miniopterus brachytragos","Miniopteridae",286.949676513672,"MLAV"
"Miniopterus egeri","Miniopteridae",276.523254394531,"MLAV"
"Miniopterus fraterculus","Miniopteridae",234.264739990234,"MLAV"
"Miniopterus fuscus","Miniopteridae",239.260787963867,"MLAV"
"Miniopterus gleni","Miniopteridae",334.966888427734,"MLAV"
"Miniopterus griffithsi","Miniopteridae",358.206756591797,"MLAV"
"Miniopterus griveaudi","Miniopteridae",272.436828613281,"MLAV"
"Miniopterus inflatus","Miniopteridae",243.181549072266,"MLAV"
"Miniopterus macrocneme","Miniopteridae",274.928680419922,"MLAV"
"Miniopterus maghrebensis","Miniopteridae",252.069458007812,"MLAV"
"Miniopterus magnater","Miniopteridae",205.464416503906,"MLAV"
"Miniopterus mahafaliensis","Miniopteridae",289.435791015625,"MLAV"
"Miniopterus majori","Miniopteridae",223.806777954102,"MLAV"
"Miniopterus manavi","Miniopteridae",246.381851196289,"MLAV"
"Miniopterus medius","Miniopteridae",266.844055175781,"MLAV"
"Miniopterus minor","Miniopteridae",222.878234863281,"MLAV"
"Miniopterus natalensis","Miniopteridae",176.823379516602,"MLAV"
"Miniopterus newtoni","Miniopteridae",249.119216918945,"MLAV"
"Miniopterus pallidus","Miniopteridae",235.692337036133,"MLAV"
"Miniopterus paululus","Miniopteridae",258.635589599609,"MLAV"
"Miniopterus petersoni","Miniopteridae",261.882965087891,"MLAV"
"Miniopterus pusillus","Miniopteridae",226.942047119141,"MLAV"
"Miniopterus robustior","Miniopteridae",320.962829589844,"MLAV"
"Miniopterus schreibersii","Miniopteridae",185.365447998047,"MLAV"
"Miniopterus shortridgei","Miniopteridae",274.035369873047,"MLAV"
"Miniopterus sororculus","Miniopteridae",309.990356445312,"MLAV"
"Miniopterus tristis","Miniopteridae",246.829162597656,"MLAV"
"Mirimiri acrodonta","Pteropodidae",182.710159301758,"MLAV"
"Molossops aequatorianus","Molossidae",308.7724609375,"MLAV"
"Molossops mattogrossensis","Molossidae",350.841186523438,"MLAV"
"Molossops neglectus","Molossidae",301.380310058594,"MLAV"
"Molossops temminckii","Molossidae",320.654968261719,"MLAV"
"Molossus alvarezi","Molossidae",219.473876953125,"MLAV"
"Molossus aztecus","Molossidae",360.608367919922,"MLAV"
"Molossus bondae","Molossidae",318.68212890625,"MLAV"
"Molossus coibensis","Molossidae",318.924682617188,"MLAV"
"Molossus currentium","Molossidae",359.104766845703,"MLAV"
"Molossus molossus","Molossidae",259.838958740234,"MLAV"
"Molossus pretiosus","Molossidae",326.243225097656,"MLAV"
"Molossus rufus","Molossidae",346.81103515625,"MLAV"
"Molossus sinaloae","Molossidae",188.884078979492,"MLAV"
"Monophyllus plethodon","Phyllostomidae",133.14567565918,"MLAV"
"Monophyllus redmani","Phyllostomidae",78.7768707275391,"MLAV"
"Mops bakarii","Molossidae",326.810455322266,"MLAV"
"Mops brachypterus","Molossidae",248.695877075195,"MLAV"
"Mops condylurus","Molossidae",235.251449584961,"MLAV"
"Mops congicus","Molossidae",324.806488037109,"MLAV"
"Mops demonstrator","Molossidae",379.609069824219,"MLAV"
"Mops leucostigma","Molossidae",293.882965087891,"MLAV"
"Mops midas","Molossidae",293.147583007812,"MLAV"
"Mops mops","Molossidae",315.658874511719,"MLAV"
"Mops nanulus","Molossidae",277.320922851562,"MLAV"
"Mops niangarae","Molossidae",297.498016357422,"MLAV"
"Mops niveiventer","Molossidae",380.745788574219,"MLAV"
"Mops petersoni","Molossidae",292.471618652344,"MLAV"
"Mops sarasinorum","Molossidae",337.175109863281,"MLAV"
"Mops spurrelli","Molossidae",352.285369873047,"MLAV"
"Mops thersites","Molossidae",322.984802246094,"MLAV"
"Mops trevori","Molossidae",211.672668457031,"MLAV"
"Mormoops blainvillei","Mormoopidae",206.163909912109,"MLAV"
"Mormoops megalophylla","Mormoopidae",102.816780090332,"MLAV"
"Mormopterus acetabulosus","Molossidae",371.484344482422,"MLAV"
"Mormopterus beccarii","Molossidae",335.498596191406,"MLAV"
"Mormopterus cobourgianus","Molossidae",335.961090087891,"MLAV"
"Mormopterus doriae","Molossidae",328.951324462891,"MLAV"
"Mormopterus eleryi","Molossidae",335.613586425781,"MLAV"
"Mormopterus francoismoutoui","Molossidae",305.193756103516,"MLAV"
"Mormopterus halli","Molossidae",363.02587890625,"MLAV"
"Mormopterus jugularis","Molossidae",248.521835327148,"MLAV"
"Mormopterus kalinowskii","Molossidae",359.228485107422,"MLAV"
"Mormopterus kitcheneri","Molossidae",245.991149902344,"MLAV"
"Mormopterus lumsdenae","Molossidae",333.816619873047,"MLAV"
"Mormopterus minutus","Molossidae",362.759185791016,"MLAV"
"Mormopterus norfolkensis","Molossidae",308.462677001953,"MLAV"
"Mormopterus phrudus","Molossidae",366.576324462891,"MLAV"
"Mormopterus planiceps","Molossidae",247.005477905273,"MLAV"
"Mormopterus ridei","Molossidae",316.400207519531,"MLAV"
"Mosia nigrescens","Emballonuridae",209.163009643555,"MLAV"
"Murina aenea","Vespertilionidae",266.978546142578,"MLAV"
"Murina annamitica","Vespertilionidae",245.894424438477,"MLAV"
"Murina aurata","Vespertilionidae",235.523559570312,"MLAV"
"Murina balaensis","Vespertilionidae",289.881591796875,"MLAV"
"Murina beelzebub","Vespertilionidae",268.210540771484,"MLAV"
"Murina bicolor","Vespertilionidae",277.910919189453,"MLAV"
"Murina chrysochaetes","Vespertilionidae",249.753509521484,"MLAV"
"Murina cyclotis","Vespertilionidae",277.116271972656,"MLAV"
"Murina eleryi","Vespertilionidae",273.801788330078,"MLAV"
"Murina feae","Vespertilionidae",292.516174316406,"MLAV"
"Murina fionae","Vespertilionidae",275.200653076172,"MLAV"
"Murina florium","Vespertilionidae",291.639404296875,"MLAV"
"Murina fusca","Vespertilionidae",247.261535644531,"MLAV"
"Murina gracilis","Vespertilionidae",291.122100830078,"MLAV"
"Murina guilleni","Vespertilionidae",277.315460205078,"MLAV"
"Murina harpioloides","Vespertilionidae",228.515014648438,"MLAV"
"Murina harrisoni","Vespertilionidae",279.303192138672,"MLAV"
"Murina hilgendorfi","Vespertilionidae",242.015502929688,"MLAV"
"Murina huttoni","Vespertilionidae",277.785034179688,"MLAV"
"Murina jaintiana","Vespertilionidae",271.859832763672,"MLAV"
"Murina leucogaster","Vespertilionidae",218.711074829102,"MLAV"
"Murina lorelieae","Vespertilionidae",285.447204589844,"MLAV"
"Murina peninsularis","Vespertilionidae",259.488464355469,"MLAV"
"Murina pluvialis","Vespertilionidae",285.046447753906,"MLAV"
"Murina puta","Vespertilionidae",244.184768676758,"MLAV"
"Murina recondita","Vespertilionidae",340.146697998047,"MLAV"
"Murina rozendaali","Vespertilionidae",277.280944824219,"MLAV"
"Murina ryukyuana","Vespertilionidae",261.149597167969,"MLAV"
"Murina shuipuensis","Vespertilionidae",244.342407226562,"MLAV"
"Murina suilla","Vespertilionidae",294.603485107422,"MLAV"
"Murina tenebrosa","Vespertilionidae",283.516998291016,"MLAV"
"Murina tubinaris","Vespertilionidae",224.455841064453,"MLAV"
"Murina ussuriensis","Vespertilionidae",208.131561279297,"MLAV"
"Murina walstoni","Vespertilionidae",244.516357421875,"MLAV"
"Musonycteris harrisoni","Phyllostomidae",185.6201171875,"MLAV"
"Myonycteris brachycephala","Pteropodidae",339.135894775391,"MLAV"
"Myonycteris leptodon","Pteropodidae",321.428527832031,"MLAV"
"Myonycteris relicta","Pteropodidae",261.616241455078,"MLAV"
"Myonycteris torquata","Pteropodidae",257.032928466797,"MLAV"
"Myopterus daubentonii","Molossidae",244.034301757812,"MLAV"
"Myopterus whitleyi","Molossidae",308.091247558594,"MLAV"
"Myotis adversus","Vespertilionidae",175.850402832031,"MLAV"
"Myotis aelleni","Vespertilionidae",193.684143066406,"MLAV"
"Myotis albescens","Vespertilionidae",166.978073120117,"MLAV"
"Myotis alcathoe","Vespertilionidae",250.895309448242,"MLAV"
"Myotis altarium","Vespertilionidae",251.360580444336,"MLAV"
"Myotis anjouanensis","Vespertilionidae",299.694763183594,"MLAV"
"Myotis annamiticus","Vespertilionidae",308.280609130859,"MLAV"
"Myotis annatessae","Vespertilionidae",341.937377929688,"MLAV"
"Myotis annectans","Vespertilionidae",282.565490722656,"MLAV"
"Myotis atacamensis","Vespertilionidae",278.777923583984,"MLAV"
"Myotis ater","Vespertilionidae",293.350250244141,"MLAV"
"Myotis aurascens","Vespertilionidae",274.429565429688,"MLAV"
"Myotis auriculus","Vespertilionidae",224.410491943359,"MLAV"
"Myotis australis","Vespertilionidae",282.264862060547,"MLAV"
"Myotis austroriparius","Vespertilionidae",199.234085083008,"MLAV"
"Myotis badius","Vespertilionidae",217.885269165039,"MLAV"
"Myotis bechsteinii","Vespertilionidae",284.556762695312,"MLAV"
"Myotis blythii","Vespertilionidae",229.672348022461,"MLAV"
"Myotis bocagii","Vespertilionidae",139.83154296875,"MLAV"
"Myotis bombinus","Vespertilionidae",243.687805175781,"MLAV"
"Myotis borneoensis","Vespertilionidae",234.55615234375,"MLAV"
"Myotis brandtii","Vespertilionidae",177.128997802734,"MLAV"
"Myotis bucharensis","Vespertilionidae",280.549987792969,"MLAV"
"Myotis californicus","Vespertilionidae",174.433059692383,"MLAV"
"Myotis capaccinii","Vespertilionidae",228.421905517578,"MLAV"
"Myotis chiloensis","Vespertilionidae",189.312911987305,"MLAV"
"Myotis chinensis","Vespertilionidae",206.548538208008,"MLAV"
"Myotis ciliolabrum","Vespertilionidae",173.203994750977,"MLAV"
"Myotis cobanensis","Vespertilionidae",214.291427612305,"MLAV"
"Myotis csorbai","Vespertilionidae",304.999786376953,"MLAV"
"Myotis dasycneme","Vespertilionidae",282.990081787109,"MLAV"
"Myotis daubentonii","Vespertilionidae",237.027877807617,"MLAV"
"Myotis davidii","Vespertilionidae",245.362884521484,"MLAV"
"Myotis dieteri","Vespertilionidae",254.744262695312,"MLAV"
"Myotis diminutus","Vespertilionidae",272.389556884766,"MLAV"
"Myotis dinellii","Vespertilionidae",201.917907714844,"MLAV"
"Myotis dominicensis","Vespertilionidae",227.125427246094,"MLAV"
"Myotis elegans","Vespertilionidae",192.48974609375,"MLAV"
"Myotis emarginatus","Vespertilionidae",176.265014648438,"MLAV"
"Myotis escalerai","Vespertilionidae",237.831893920898,"MLAV"
"Myotis evotis","Vespertilionidae",156.450668334961,"MLAV"
"Myotis federatus","Vespertilionidae",264.324157714844,"MLAV"
"Myotis fimbriatus","Vespertilionidae",315.725067138672,"MLAV"
"Myotis findleyi","Vespertilionidae",270.006103515625,"MLAV"
"Myotis formosus","Vespertilionidae",171.066711425781,"MLAV"
"Myotis fortidens","Vespertilionidae",163.227188110352,"MLAV"
"Myotis frater","Vespertilionidae",333.652282714844,"MLAV"
"Myotis gomantongensis","Vespertilionidae",273.401916503906,"MLAV"
"Myotis goudoti","Vespertilionidae",318.664031982422,"MLAV"
"Myotis grisescens","Vespertilionidae",173.188018798828,"MLAV"
"Myotis hajastanicus","Vespertilionidae",249.155639648438,"MLAV"
"Myotis hasseltii","Vespertilionidae",240.238021850586,"MLAV"
"Myotis hermani","Vespertilionidae",236.399444580078,"MLAV"
"Myotis horsfieldii","Vespertilionidae",216.012008666992,"MLAV"
"Myotis ikonnikovi","Vespertilionidae",264.449310302734,"MLAV"
"Myotis indochinensis","Vespertilionidae",339.999237060547,"MLAV"
"Myotis insularum","Vespertilionidae",210.992141723633,"MLAV"
"Myotis izecksohni","Vespertilionidae",334.749359130859,"MLAV"
"Myotis keaysi","Vespertilionidae",171.978744506836,"MLAV"
"Myotis keenii","Vespertilionidae",186.230895996094,"MLAV"
"Myotis laniger","Vespertilionidae",309.492523193359,"MLAV"
"Myotis lavali","Vespertilionidae",271.737030029297,"MLAV"
"Myotis leibii","Vespertilionidae",156.335739135742,"MLAV"
"Myotis levis","Vespertilionidae",184.896713256836,"MLAV"
"Myotis longicaudatus","Vespertilionidae",332.135894775391,"MLAV"
"Myotis longipes","Vespertilionidae",308.775085449219,"MLAV"
"Myotis lucifugus","Vespertilionidae",167.256622314453,"MLAV"
"Myotis macrodactylus","Vespertilionidae",336.34033203125,"MLAV"
"Myotis macropus","Vespertilionidae",185.214447021484,"MLAV"
"Myotis macrotarsus","Vespertilionidae",188.367767333984,"MLAV"
"Myotis martiniquensis","Vespertilionidae",197.46321105957,"MLAV"
"Myotis melanorhinus","Vespertilionidae",206.02067565918,"MLAV"
"Myotis moluccarum","Vespertilionidae",407.253204345703,"MLAV"
"Myotis montivagus","Vespertilionidae",179.466949462891,"MLAV"
"Myotis morrisi","Vespertilionidae",185.961471557617,"MLAV"
"Myotis muricola","Vespertilionidae",262.242767333984,"MLAV"
"Myotis myotis","Vespertilionidae",213.068817138672,"MLAV"
"Myotis mystacinus","Vespertilionidae",235.7841796875,"MLAV"
"Myotis nattereri","Vespertilionidae",233.38346862793,"MLAV"
"Myotis nesopolus","Vespertilionidae",226.245559692383,"MLAV"
"Myotis nigricans","Vespertilionidae",185.837265014648,"MLAV"
"Myotis nipalensis","Vespertilionidae",301.092102050781,"MLAV"
"Myotis nyctor","Vespertilionidae",391.038787841797,"MLAV"
"Myotis occultus","Vespertilionidae",217.38362121582,"MLAV"
"Myotis oreias","Vespertilionidae",263.006683349609,"MLAV"
"Myotis oxyotus","Vespertilionidae",180.414794921875,"MLAV"
"Myotis peninsularis","Vespertilionidae",327.978363037109,"MLAV"
"Myotis pequinius","Vespertilionidae",245.038604736328,"MLAV"
"Myotis petax","Vespertilionidae",299.136047363281,"MLAV"
"Myotis peytoni","Vespertilionidae",262.379547119141,"MLAV"
"Myotis pilosus","Vespertilionidae",304.417419433594,"MLAV"
"Myotis planiceps","Vespertilionidae",249.252563476562,"MLAV"
"Myotis pruinosus","Vespertilionidae",284.369018554688,"MLAV"
"Myotis punicus","Vespertilionidae",280.539886474609,"MLAV"
"Myotis ridleyi","Vespertilionidae",255.248794555664,"MLAV"
"Myotis riparius","Vespertilionidae",142.8701171875,"MLAV"
"Myotis rosseti","Vespertilionidae",290.446960449219,"MLAV"
"Myotis ruber","Vespertilionidae",194.244445800781,"MLAV"
"Myotis rufoniger","Vespertilionidae",348.679443359375,"MLAV"
"Myotis rufopictus","Vespertilionidae",213.685485839844,"MLAV"
"Myotis schaubi","Vespertilionidae",258.370391845703,"MLAV"
"Myotis scotti","Vespertilionidae",196.503921508789,"MLAV"
"Myotis secundus","Vespertilionidae",299.206695556641,"MLAV"
"Myotis septentrionalis","Vespertilionidae",212.301452636719,"MLAV"
"Myotis sibiricus","Vespertilionidae",343.020812988281,"MLAV"
"Myotis sicarius","Vespertilionidae",241.862731933594,"MLAV"
"Myotis siligorensis","Vespertilionidae",278.502380371094,"MLAV"
"Myotis simus","Vespertilionidae",189.051879882812,"MLAV"
"Myotis sodalis","Vespertilionidae",215.865142822266,"MLAV"
"Myotis soror","Vespertilionidae",357.79345703125,"MLAV"
"Myotis stalkeri","Vespertilionidae",341.279846191406,"MLAV"
"Myotis thysanodes","Vespertilionidae",152.411026000977,"MLAV"
"Myotis tricolor","Vespertilionidae",146.666519165039,"MLAV"
"Myotis velifer","Vespertilionidae",130.241058349609,"MLAV"
"Myotis vivesi","Vespertilionidae",245.275955200195,"MLAV"
"Myotis volans","Vespertilionidae",124.839286804199,"MLAV"
"Myotis weberi","Vespertilionidae",164.291564941406,"MLAV"
"Myotis welwitschii","Vespertilionidae",151.805786132812,"MLAV"
"Myotis yanbarensis","Vespertilionidae",286.621673583984,"MLAV"
"Myotis yumanensis","Vespertilionidae",139.525085449219,"MLAV"
"Mystacina robusta","Mystacinidae",325.815460205078,"MLAV"
"Mystacina tuberculata","Mystacinidae",279.235992431641,"MLAV"
"Myzopoda aurita","Myzopodidae",285.507141113281,"MLAV"
"Myzopoda schliemanni","Myzopodidae",342.192535400391,"MLAV"
"Nanonycteris veldkampii","Pteropodidae",279.554779052734,"MLAV"
"Natalus espiritosantensis","Natalidae",266.819549560547,"MLAV"
"Natalus jamaicensis","Natalidae",251.084548950195,"MLAV"
"Natalus major","Natalidae",235.977890014648,"MLAV"
"Natalus mexicanus","Natalidae",246.706115722656,"MLAV"
"Natalus primus","Natalidae",274.786682128906,"MLAV"
"Natalus stramineus","Natalidae",250.144195556641,"MLAV"
"Natalus tumidirostris","Natalidae",171.079528808594,"MLAV"
"Neonycteris pusilla","Phyllostomidae",198.596954345703,"MLAV"
"Neopteryx frosti","Pteropodidae",239.182006835938,"MLAV"
"Neoromicia brunnea","Vespertilionidae",126.156303405762,"MLAV"
"Neoromicia capensis","Vespertilionidae",150.123397827148,"MLAV"
"Neoromicia flavescens","Vespertilionidae",202.219421386719,"MLAV"
"Neoromicia guineensis","Vespertilionidae",189.520217895508,"MLAV"
"Neoromicia helios","Vespertilionidae",205.377517700195,"MLAV"
"Neoromicia isabella","Vespertilionidae",336.984252929688,"MLAV"
"Neoromicia malagasyensis","Vespertilionidae",202.922073364258,"MLAV"
"Neoromicia matroka","Vespertilionidae",210.636962890625,"MLAV"
"Neoromicia melckorum","Vespertilionidae",194.256149291992,"MLAV"
"Neoromicia nana","Vespertilionidae",224.439819335938,"MLAV"
"Neoromicia rendalli","Vespertilionidae",116.331199645996,"MLAV"
"Neoromicia robertsi","Vespertilionidae",272.161499023438,"MLAV"
"Neoromicia roseveari","Vespertilionidae",147.381820678711,"MLAV"
"Neoromicia somalica","Vespertilionidae",215.563583374023,"MLAV"
"Neoromicia tenuipinnis","Vespertilionidae",146.011184692383,"MLAV"
"Neoromicia zuluensis","Vespertilionidae",235.292007446289,"MLAV"
"Noctilio albiventris","Noctilionidae",325.735748291016,"MLAV"
"Noctilio leporinus","Noctilionidae",297.700012207031,"MLAV"
"Artibeus anthonyi","Phyllostomidae",349.061859130859,"MLAV"
"Desmodus draculae","Phyllostomidae",257.662322998047,"MLAV"
"Desmodus puntajudensis","Phyllostomidae",390.634552001953,"MLAV"
"Desmodus stocki","Phyllostomidae",336.764465332031,"MLAV"
"Mormoops magna","Mormoopidae",379.132843017578,"MLAV"
"Phyllonycteris major","Phyllostomidae",349.272369384766,"MLAV"
"Phyllops silvai","Phyllostomidae",327.648040771484,"MLAV"
"Notopteris macdonaldi","Pteropodidae",294.042602539062,"MLAV"
"Notopteris neocaledonica","Pteropodidae",315.454650878906,"MLAV"
"Nyctalus aviator","Vespertilionidae",203.63069152832,"MLAV"
"Nyctalus azoreum","Vespertilionidae",262.253662109375,"MLAV"
"Nyctalus furvus","Vespertilionidae",206.060836791992,"MLAV"
"Nyctalus lasiopterus","Vespertilionidae",190.415328979492,"MLAV"
"Nyctalus leisleri","Vespertilionidae",169.830139160156,"MLAV"
"Nyctalus montanus","Vespertilionidae",212.157379150391,"MLAV"
"Nyctalus noctula","Vespertilionidae",143.766510009766,"MLAV"
"Nyctalus plancyi","Vespertilionidae",182.728485107422,"MLAV"
"Nycteris arge","Nycteridae",282.445953369141,"MLAV"
"Nycteris aurita","Nycteridae",332.445617675781,"MLAV"
"Nycteris gambiensis","Nycteridae",253.465148925781,"MLAV"
"Nycteris grandis","Nycteridae",272.533752441406,"MLAV"
"Nycteris hispida","Nycteridae",278.5966796875,"MLAV"
"Nycteris intermedia","Nycteridae",285.472412109375,"MLAV"
"Nycteris javanica","Nycteridae",284.310485839844,"MLAV"
"Nycteris macrotis","Nycteridae",224.939178466797,"MLAV"
"Nycteris madagascariensis","Nycteridae",230.180267333984,"MLAV"
"Nycteris major","Nycteridae",270.982116699219,"MLAV"
"Nycteris nana","Nycteridae",284.503051757812,"MLAV"
"Nycteris parisii","Nycteridae",252.279357910156,"MLAV"
"Nycteris thebaica","Nycteridae",277.122192382812,"MLAV"
"Nycteris tragata","Nycteridae",255.896286010742,"MLAV"
"Nycteris vinsoni","Nycteridae",215.046463012695,"MLAV"
"Nycteris woodi","Nycteridae",266.335296630859,"MLAV"
"Nycticeinops schlieffeni","Vespertilionidae",95.3502960205078,"MLAV"
"Nycticeius aenobarbus","Vespertilionidae",210.551818847656,"MLAV"
"Nycticeius cubanus","Vespertilionidae",181.646530151367,"MLAV"
"Nycticeius humeralis","Vespertilionidae",179.342010498047,"MLAV"
"Nyctiellus lepidus","Natalidae",252.046188354492,"MLAV"
"Nyctimene aello","Pteropodidae",178.032348632812,"MLAV"
"Nyctimene albiventer","Pteropodidae",166.897644042969,"MLAV"
"Nyctimene cephalotes","Pteropodidae",175.752624511719,"MLAV"
"Nyctimene certans","Pteropodidae",229.250839233398,"MLAV"
"Nyctimene cyclotis","Pteropodidae",180.04524230957,"MLAV"
"Nyctimene draconilla","Pteropodidae",212.50146484375,"MLAV"
"Nyctimene keasti","Pteropodidae",250.874969482422,"MLAV"
"Nyctimene major","Pteropodidae",201.847229003906,"MLAV"
"Nyctimene malaitensis","Pteropodidae",184.004928588867,"MLAV"
"Nyctimene masalai","Pteropodidae",154.035293579102,"MLAV"
"Nyctimene minutus","Pteropodidae",180.643173217773,"MLAV"
"Nyctimene rabori","Pteropodidae",191.496292114258,"MLAV"
"Nyctimene robinsoni","Pteropodidae",192.277038574219,"MLAV"
"Nyctimene sanctacrucis","Pteropodidae",167.380462646484,"MLAV"
"Nyctimene vizcaccia","Pteropodidae",174.031555175781,"MLAV"
"Nyctinomops aurispinosus","Molossidae",274.955902099609,"MLAV"
"Nyctinomops femorosaccus","Molossidae",258.541351318359,"MLAV"
"Nyctinomops laticaudatus","Molossidae",256.388977050781,"MLAV"
"Nyctinomops macrotis","Molossidae",263.443267822266,"MLAV"
"Nyctophilus arnhemensis","Vespertilionidae",177.027038574219,"MLAV"
"Nyctophilus bifax","Vespertilionidae",177.697052001953,"MLAV"
"Nyctophilus corbeni","Vespertilionidae",119.224433898926,"MLAV"
"Nyctophilus daedalus","Vespertilionidae",171.998443603516,"MLAV"
"Nyctophilus geoffroyi","Vespertilionidae",170.282653808594,"MLAV"
"Nyctophilus gouldi","Vespertilionidae",204.182571411133,"MLAV"
"Nyctophilus heran","Vespertilionidae",224.346786499023,"MLAV"
"Nyctophilus howensis","Vespertilionidae",211.284561157227,"MLAV"
"Nyctophilus major","Vespertilionidae",122.523887634277,"MLAV"
"Nyctophilus microdon","Vespertilionidae",245.593856811523,"MLAV"
"Nyctophilus microtis","Vespertilionidae",206.875549316406,"MLAV"
"Nyctophilus nebulosus","Vespertilionidae",275.112091064453,"MLAV"
"Nyctophilus sherrini","Vespertilionidae",171.269073486328,"MLAV"
"Nyctophilus shirleyae","Vespertilionidae",201.425567626953,"MLAV"
"Nyctophilus walkeri","Vespertilionidae",186.107315063477,"MLAV"
"Otomops formosus","Molossidae",335.082733154297,"MLAV"
"Otomops harrisoni","Molossidae",313.255462646484,"MLAV"
"Otomops johnstonei","Molossidae",371.248107910156,"MLAV"
"Otomops madagascariensis","Molossidae",344.140258789062,"MLAV"
"Otomops martiensseni","Molossidae",300.63427734375,"MLAV"
"Otomops papuensis","Molossidae",352.832580566406,"MLAV"
"Otomops secundus","Molossidae",375.521911621094,"MLAV"
"Otomops wroughtoni","Molossidae",316.404632568359,"MLAV"
"Otonycteris hemprichii","Vespertilionidae",131.731689453125,"MLAV"
"Otonycteris leucophaea","Vespertilionidae",188.666412353516,"MLAV"
"Otopteropus cartilagonodus","Pteropodidae",235.291458129883,"MLAV"
"Ozimops loriae","Molossidae",359.127777099609,"MLAV"
"Ozimops petersi","Molossidae",326.815368652344,"MLAV"
"Paranyctimene raptor","Pteropodidae",181.183868408203,"MLAV"
"Paranyctimene tenax","Pteropodidae",284.623291015625,"MLAV"
"Parastrellus hesperus","Vespertilionidae",132.637466430664,"MLAV"
"Paratriaenops auritus","Hipposideridae",173.422332763672,"MLAV"
"Paratriaenops furculus","Hipposideridae",144.669372558594,"MLAV"
"Paratriaenops pauliani","Hipposideridae",146.949676513672,"MLAV"
"Paremballonura atrata","Emballonuridae",242.130477905273,"MLAV"
"Paremballonura tiavato","Emballonuridae",252.239959716797,"MLAV"
"Penthetor lucasi","Pteropodidae",246.069671630859,"MLAV"
"Perimyotis subflavus","Vespertilionidae",163.05322265625,"MLAV"
"Peropteryx kappleri","Emballonuridae",177.777450561523,"MLAV"
"Peropteryx leucoptera","Emballonuridae",191.382415771484,"MLAV"
"Peropteryx macrotis","Emballonuridae",183.866836547852,"MLAV"
"Peropteryx pallidoptera","Emballonuridae",303.919830322266,"MLAV"
"Peropteryx trinitatis","Emballonuridae",204.092651367188,"MLAV"
"Pharotis imogene","Vespertilionidae",280.476898193359,"MLAV"
"Philetor brachypterus","Vespertilionidae",158.638778686523,"MLAV"
"Phoniscus aerosa","Vespertilionidae",338.795227050781,"MLAV"
"Phoniscus atrox","Vespertilionidae",324.398590087891,"MLAV"
"Phoniscus jagorii","Vespertilionidae",292.018829345703,"MLAV"
"Phoniscus papuensis","Vespertilionidae",296.007080078125,"MLAV"
"Phylloderma stenops","Phyllostomidae",18.1990280151367,"MLAV"
"Phyllonycteris aphylla","Phyllostomidae",174.220733642578,"MLAV"
"Phyllonycteris poeyi","Phyllostomidae",145.193115234375,"MLAV"
"Phyllops falcatus","Phyllostomidae",131.573608398438,"MLAV"
"Phyllostomus discolor","Phyllostomidae",117.253646850586,"MLAV"
"Phyllostomus elongatus","Phyllostomidae",151.737335205078,"MLAV"
"Phyllostomus hastatus","Phyllostomidae",46.2823333740234,"MLAV"
"Phyllostomus latifolius","Phyllostomidae",164.249725341797,"MLAV"
"Pipistrellus abramus","Vespertilionidae",70.8105239868164,"MLAV"
