"","x","y","EBOV","BOMV","BDBV","TAFV","RESTV","SUDV","MARV","RAVV","LLOV","MLAV","DEHV"
"5250",29.5,69.50107421875,0.0101757002994418,-0.0115928901359439,-0.0134313656017184,-0.01204271055758,0.00905781425535679,0.00251408712938428,-0.00947846379131079,-0.00908927898854017,0.0190214347094297,-0.0017723961500451,-0.00423143990337849
"5251",30.5,69.50107421875,0.0101757002994418,-0.0115928901359439,-0.0134313656017184,-0.01204271055758,0.00905781425535679,0.00251408712938428,-0.00947846379131079,-0.00908927898854017,0.0190214347094297,-0.0017723961500451,-0.00423143990337849
"5252",31.5,69.50107421875,0.0101757002994418,-0.0115928901359439,-0.0134313656017184,-0.01204271055758,0.00905781425535679,0.00251408712938428,-0.00947846379131079,-0.00908927898854017,0.0190214347094297,-0.0017723961500451,-0.00423143990337849
"5253",32.5,69.50107421875,0.0101757002994418,-0.0115928901359439,-0.0134313656017184,-0.01204271055758,0.00905781425535679,0.00251408712938428,-0.00947846379131079,-0.00908927898854017,0.0190214347094297,-0.0017723961500451,-0.00423143990337849
"5596",15.5,68.50107421875,0.0101757002994418,-0.0115928901359439,-0.0134313656017184,-0.01204271055758,0.00905781425535679,0.00251408712938428,-0.00947846379131079,-0.00908927898854017,0.0190214347094297,-0.0017723961500451,-0.00423143990337849
"5597",16.5,68.50107421875,0.0101757002994418,-0.0115928901359439,-0.0134313656017184,-0.01204271055758,0.00905781425535679,0.00251408712938428,-0.00947846379131079,-0.00908927898854017,0.0190214347094297,-0.0017723961500451,-0.00423143990337849
"5599",18.5,68.50107421875,0.0101757002994418,-0.0115928901359439,-0.0134313656017184,-0.01204271055758,0.00905781425535679,0.00251408712938428,-0.00947846379131079,-0.00908927898854017,0.0190214347094297,-0.0017723961500451,-0.00423143990337849
"5600",19.5,68.50107421875,0.0101757002994418,-0.0115928901359439,-0.0134313656017184,-0.01204271055758,0.00905781425535679,0.00251408712938428,-0.00947846379131079,-0.00908927898854017,0.0190214347094297,-0.0017723961500451,-0.00423143990337849
"5601",20.5,68.50107421875,0.0101757002994418,-0.0115928901359439,-0.0134313656017184,-0.01204271055758,0.00905781425535679,0.00251408712938428,-0.00947846379131079,-0.00908927898854017,0.0190214347094297,-0.0017723961500451,-0.00423143990337849
"5602",21.5,68.50107421875,0.0101757002994418,-0.0115928901359439,-0.0134313656017184,-0.01204271055758,0.00905781425535679,0.00251408712938428,-0.00947846379131079,-0.00908927898854017,0.0190214347094297,-0.0017723961500451,-0.00423143990337849
"5603",22.5,68.50107421875,0.0101757002994418,-0.0115928901359439,-0.0134313656017184,-0.01204271055758,0.00905781425535679,0.00251408712938428,-0.00947846379131079,-0.00908927898854017,0.0190214347094297,-0.0017723961500451,-0.00423143990337849
"5604",23.5,68.50107421875,0.0101757002994418,-0.0115928901359439,-0.0134313656017184,-0.01204271055758,0.00905781425535679,0.00251408712938428,-0.00947846379131079,-0.00908927898854017,0.0190214347094297,-0.0017723961500451,-0.00423143990337849
"5605",24.5,68.50107421875,0.0101757002994418,-0.0115928901359439,-0.0134313656017184,-0.01204271055758,0.00905781425535679,0.00251408712938428,-0.00947846379131079,-0.00908927898854017,0.0190214347094297,-0.0017723961500451,-0.00423143990337849
