"species","ebov_auc","bomv_auc","bdbv_auc","tafv_auc","restv_auc","sudv_auc","mlav_auc","llov_auc","marv_auc","ravn_auc","orig_species","tree_match","order","family","log_adult_mass_g","log_brain_mass_g","log_adult_body_length_mm","log_adult_forearm_length_mm","max_longevity_d","maturity_d","female_maturity_d","male_maturity_d","age_first_reproduction_d","gestation_length_d","teat_number_n","log_litter_size_n","litters_per_year_n","interbirth_interval_d","log_neonate_mass_g","log_weaning_age_d","log_weaning_mass_g","generation_length_d","dispersal_km","density_n_km2","hibernation_torpor","fossoriality","home_range_km2","social_group_n","dphy_invertebrate","dphy_vertebrate","dphy_plant","det_inv","det_vend","det_vect","det_vfish","det_vunk","det_scav","det_fruit","det_nect","det_seed","det_plantother","det_diet_breadth_n","trophic_level","activity_cycle","freshwater","marine","terrestrial_non.volant","terrestrial_volant","upper_elevation_m","log_lower_elevation_m","altitude_breadth_m","island_dwelling","disected_by_mountains","glaciation","habitat_breadth_n","foraging_aerial","foraging_arboreal","foraging_ground","foraging_marine","foraging_scansorial","island_mainland","island_marine","island_landbridge","island_endemic","bio_palearctic","bio_afrotropical","bio_antarctic","bio_australasian","bio_indomalayan","bio_nearctic","bio_neotropical","bio_oceanian","iucn_forest","iucn_savanna","iucn_shrubland","iucn_grassland","iucn_wetlands","iucn_rocky","iucn_caves","iucn_desert","iucn_marineneritic","iucn_marineoceanic","iucn_marinedeep","iucn_marineintertidal","iucn_marinecoastal","iucn_artificialterr","iucn_artificialaquatic","iucn_introducedveg","min_aridity_index","mean_aridity_index","perc80_aridity_index","relative_wing_loading","aspect_ratio","log_median_aggregation_size","migration","log_mixed_species_association_n","cave_roost","cavity_roost","foliage_roost","generalist_roost","iucn_moistforest","iucn_moistsavanna","pco_1","pco_2","pco_3","pco_4","pco_5","pco_6","pco_7","pco_8","pco_9","pco_10","pco_11","pco_12","pco_13","pco_14","pco_15","pco_16","pco_17","log_relative_age_first_birth","log_female_relative_maturity","postnatal_growth_rate","mass_specific_production_rate"
"Balantiopteryx plicata",167.401992613036,118.679294433798,140.166137069571,287.675597668654,229.879975972371,351.111988813199,136.318767317219,232.661860158708,198.445075634657,198.449930392278,"Balantiopteryx plicata","Balantiopteryx plicata","Chiroptera","Emballonuridae",1.88251383249652,-1.45671682541644,3.97029191355212,3.74313086894585,2533.589,226.19,226.19,NA,365,138.81,NA,-0.0100503358535015,1,341.832,0.693147180559945,4.0705640335567,NA,1173.279,NA,NA,"1","2",NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,"3","1","0","0","0","1",1500,-2.30258509299405,1500,"0","1","0",3,"1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0",0.0680962959126802,0.629602917215672,0.787564766839378,NA,NA,7.46737106748899,NA,2.57261222994542,"0","0","0","1","1","0",24.7559253970193,-43.2547522959272,7.95879881671416,3.91467342504278,26.4392925782626,11.9987216467328,12.8377514999774,-0.354414382634162,-8.06841827843542,-3.89640990838933,4.28557556198985,-3.91959245363616,-0.91167400204029,-1.41849406215622,6.34847053714386,-3.54414622699984,-1.71345785551505,-1.93749479998427,-2.41601679952687,NA,0.301369863013699
"Chaerephon pumilus",221.13014897153,153.360203463516,161.695390897584,304.312298043162,128.437599213276,240.11575388625,234.17103628735,162.896398961214,193.982149139714,193.609593095737,"Chaerephon pumilus str2","Chaerephon pumilus","Chiroptera","Molossidae",2.39607543608138,-1.24827306322252,4.55387689160054,3.66330520299451,1825,140.97,140.97,NA,152.08,62.57,NA,0,3,249.926,1.28923264827676,3.19867311755068,NA,637.227,NA,NA,"0","2",NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,"3","1","0","0","0","1",NA,NA,NA,NA,NA,NA,3,"1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0",0.253815524111553,0.68725676180952,0.836328904533534,57.91060964,8.900000007,8.29779262737713,"0",0.0953101797791994,"0","0","0","1","1","1",35.4746540826699,10.2749901160564,26.1512208995209,-14.1592808311815,-0.0944557209379946,-18.4064232449817,-17.454486116892,7.60777058429522,1.76196981216392,9.17616034024645,-0.00105071422580395,5.16200816722499,1.738510026307,-0.523946701881328,5.24857945895737,-7.0952222112688,1.02506930152904,-2.48492856783642,-2.56078816423376,NA,0.991803278688524
"Micropteropus pusillus",274.42258683774,179.293445510388,256.337793283311,371.95057154893,300.32409257825,361.972390929888,183.674242789252,331.87839954088,272.957852621652,273.097163203405,"Micropteropus pusillus","Micropteropus pusillus","Chiroptera","Pteropodidae",3.23396146228624,-0.198450938723838,4.50744709745948,3.95085902921334,1669.875,202.08,202.08,NA,349.79,161.77,NA,-0.0100503358535015,2,236.209,NA,4.01060056878914,2.99573227355399,1241.372,NA,NA,"0","2",NA,1.5,0,0,100,0,0,0,0,0,0,90,10,0,0,1,"1","1","0","0","0","1",NA,NA,NA,"0","1","0",3,"0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.197070572569907,0.980594068413637,1.24905479747656,45.59771293,8.7,1.70474809114752,NA,-2.30258509299405,"0","0","1","0","0","0",-57.4846083608943,-7.75858669210187,-23.9319062677122,-39.6231451910338,-0.399806523862963,-13.337002471904,16.4800778786281,1.54313520533919,-9.57226150019763,6.50589393176199,4.89747301133066,10.5262136780849,-9.458547196972,-11.6515128460901,-1.60648595576673,2.82571055784751,-3.5056577441363,-1.56317107789855,-2.1118403937078,NA,NA
"Epomophorus labiatus",279.595851045681,221.873753225744,292.575696274378,359.730434923852,330.106006304502,307.547217385111,239.939270491237,300.932652262184,275.430213980424,275.519951201415,"Epomophorus labiatus","Epomophorus labiatus","Chiroptera","Pteropodidae",4.24348270022581,0.463104887554579,4.54679927266176,4.29360517307298,5594.036,NA,516.483,NA,656.55,156.43,NA,-0.0100503358535015,2,269.438,2.39789527279837,5.02322899285853,NA,2081.61,NA,NA,"0","2",NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,"1","1","0","0","0","1",2200,-2.30258509299405,2200,"0","1","0",1,"0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0",0.0374599165791559,0.70081461158951,1.04297378599055,0.00509849909506319,5.9,NA,NA,NA,NA,NA,NA,NA,"0","1",-56.9871821232887,-8.1125467102037,-24.161668346406,-39.3708595476949,-0.88229157280176,-14.7222093542881,17.3699951086852,0.629690353191612,-10.5472207684893,6.44446645391615,5.14048218252616,10.7770502782101,-7.29716356067011,-11.9878829601929,-1.71466508328607,2.82792450423318,-4.53222282643536,-2.14245745690276,-2.38241393503292,NA,0.312706389088299
"Desmodus rotundus",219.971804694275,165.396151857207,186.68156174457,350.431298580725,230.646366962339,399.726757064094,266.565571855154,208.969115845436,192.121150460866,192.144172077173,"Desmodus rotundus","Desmodus rotundus","Chiroptera","Phyllostomidae",3.5019472847623,-0.125563222975346,4.44851637594271,4.06543055205746,10658,285,285,285,285,189,NA,0,1.26,288.777,2.07944154167984,5.61312810638807,NA,2779.798,NA,NA,"0","2",NA,NA,0,100,0,0,100,0,0,0,0,0,0,0,0,1,"3","1","0","0","0","1",2400,NA,NA,"0","1","0",3,"0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","1","0","1","0","0","1","0","1","1","0","0","0","0","0","0","1","0","0",0,1.21048188614668,1.72611423363579,45.83315451,6.1,6.9177056108254,"0",3.80888224624486,"0","0","0","1","0","0",13.9784361593213,-42.7091380190197,-20.7184217416069,3.19043460500248,-21.0776886018567,-20.1862930664377,-0.770329814782589,-18.690384682362,-0.977872110526113,-9.26417018445012,3.37123664020168,-5.45834227372857,5.0216397803535,7.38717123700119,2.872174562855,-0.837271570656223,10.0861316145508,-3.62157688258808,-3.62157688258808,NA,0.30379746835443
"Hipposideros ruber",251.408254493009,198.855610371441,240.109414576063,305.980837352855,344.095634146561,354.479267630446,215.466078510845,240.419067938071,199.408591464036,199.661196006541,"Hipposideros ruber complex str1","Hipposideros ruber","Chiroptera","Hipposideridae",2.3060789822483,-1.32802545299591,4.00715135051972,3.902982260776,5670.861,656.14,581.78,730.5,688.32,106.54,NA,0,1,364.196,1.02604159583327,4.5143698216616,NA,2223.306,NA,NA,"0","2",NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,"3","1","0","0","0","1",2300,-2.30258509299405,2300,NA,NA,NA,2,"1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0",0.245779787071248,1.19192135818672,1.68387315053716,0.00354747884221874,6.54285714285714,6.4377516489364,NA,0.0953101797791994,"1","0","0","0","1","0",-74.2647093210796,9.10829418071302,12.6448486749741,16.703986889325,-0.285386933866994,10.6596347125919,-15.0033752248095,-10.3003100504169,-3.47221363390751,-2.94781713311337,13.0982628923153,9.16598820186384,-4.45135669294281,5.07960395423194,-0.173330466066186,0.147313703076784,3.17967417187836,-2.10884239096596,-2.27700386764935,NA,0.278026905829596
"Pteropus giganteus",224.117301188265,105.037715757891,163.797074065361,291.269547760021,89.0757135769837,289.643168161596,11.1547060936412,177.05592315404,152.249650278036,152.554549859909,"Pteropus giganteus","Pteropus giganteus","Chiroptera","Pteropodidae",6.71520155162193,1.99619579307657,5.59708773598524,5.18161499676189,14907.208,395.29,380.145,365,551.085,155.795,NA,-0.00501254182354429,1,364.75,4.21449516335256,4.912948960139,NA,4260.476,NA,NA,"0","2",NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,"1","1","0","0","0","1",2000,-2.30258509299405,2000,"0","1","0",1,"0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.961149030099865,0.961149030099865,0.961149030099865,NA,NA,NA,"1",NA,"0","0","1","0","0","0",-66.8147536655146,1.16317457198412,-16.5392080561756,-37.714274731061,5.29511657375725,4.62567360286977,-2.33000223793157,5.03231744302607,6.22600987699952,0.768578364688933,-7.07660532810987,-7.98806163357339,-7.3058468843312,11.2604910790486,1.158865267869,-1.20485056257047,4.33382503288417,-3.29771107112137,-3.66904737446438,NA,0.081616900042432
"Anoura geoffroyi",146.750521313635,125.581413776191,101.276457827375,234.944839151135,92.9172879858622,260.14732491629,145.527321829475,196.30918763767,165.355899250279,165.499747896936,"Anoura geoffroyi","Anoura geoffroyi","Chiroptera","Phyllostomidae",2.72129542785223,-0.539568092631645,4.29045944114839,3.7532617130432,3650,NA,500.387,NA,630.647,121.76,NA,0,1,365,1.62924053973028,4.13516655674236,2.10900034392138,1963.008,NA,NA,"0","2",NA,NA,30,0,70,30,0,0,0,0,0,30,40,0,0,3,"3","1","0","0","0","1",3600,5.99171451586319,3200,"0","1","0",3,"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0",0.241667209296482,1.30944782062889,1.73727223017016,51.74125703,7.199999993,2.44234703449964,"0",3.09557760842462,"0","0","0","1","1","0",18.583390244215,-47.6376124399471,-19.7408477207661,9.95054657632898,-23.7592005784309,-13.3590195974779,-8.05021524328777,-12.8974470947424,7.07384706700291,-8.87819844332427,0.419201309180044,-7.23263036073768,-5.52270837722899,-3.79577217695017,1.1684110198857,-1.25873248674223,-1.60756247890504,-1.7557361700514,-1.98710064753787,1.6156862745098,0.335526315789474
"Ametrida centurio",158.50008324864,155.689702685427,148.101143348058,267.681881593424,110.412072118406,314.867563889426,116.393160167819,186.47083836573,169.777738366278,169.904589197503,"Ametrida centurio","Ametrida centurio","Chiroptera","Phyllostomidae",2.42524510572993,-1.23787435600162,4.00733318523247,3.36729582998647,6025.173,NA,343.884,NA,475.773,111.907,NA,0,1.91,244.586,NA,3.64139468754219,NA,2037.805,NA,NA,"0","2",NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,"1","1","0","0","0","1",2100,NA,NA,"0","1","0",1,"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.735529505744634,1.36093240270177,1.60204280129481,NA,NA,NA,NA,NA,"0","0","1","0","1","0",21.5806318855609,-50.2535951704452,-10.9803416250859,12.0024286622004,-10.5860460083277,12.409344310288,-4.44536168475739,15.9699543246691,-1.27240956331483,10.7838604962172,-1.92387297142183,7.76974075788438,6.34622120829494,5.01795438787957,-4.11022626857805,5.2047627722147,4.82364172909528,-2.53876062191302,-2.86339708043634,NA,NA
"Mops condylurus",380.790701477405,233.758002885462,373.557287900212,358.675842378299,363.657474463406,329.364049508234,235.370876652388,316.133990712771,285.864446435125,286.352932111091,"Mops condylurus","Mops condylurus","Chiroptera","Molossidae",3.28053520525493,-0.862749964946125,4.62323601179972,3.85481753165737,3747.588,285.63,285.63,NA,374.27,88.64,NA,0,2,272.133,2.08318452795867,3.91182298542548,NA,1568.45,NA,NA,"1","2",NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,"3","1","0","0","0","1",NA,-2.30258509299405,NA,NA,NA,NA,1,"1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0",0.141140571662993,0.733398404521313,0.892595120078226,60.75957431,9.099999993,NA,"1",NA,NA,NA,NA,NA,"0","1",35.019627633017,6.81127443291347,26.886124585732,-13.5381434339797,5.36874065590464,-18.9861381175285,-16.5133263499283,4.2346721373925,5.03162023091581,9.32221653677911,-1.89472170275292,6.95162041775111,1.22035308596258,-0.90375292284661,2.1037640172791,-8.59836246859084,0.709638275073478,-2.30389024993697,-2.57417044505689,NA,0.603986461075592
